qid,hop_count,qtype,system,precision,recall,f1,exact,n_pred,n_match,retr_recall,ctx_words,answer
Q012,2,drug_to_gene_cdx,graphrag,1.0,1.0,1.0,1.0,1,1,0.0,0,KRAS
Q012,2,drug_to_gene_cdx,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,937,NON DETERMINABILE
Q012,2,drug_to_gene_cdx,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,946,KRAS
Q012,2,drug_to_gene_cdx,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,946,KRAS
Q013,2,drug_to_gene_cdx,graphrag,1.0,1.0,1.0,1.0,1,1,1.0,14,EGFR
Q013,2,drug_to_gene_cdx,rag_dense,1.0,1.0,1.0,1.0,1,1,1.0,965,EGFR
Q013,2,drug_to_gene_cdx,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,941,EGFR
Q013,2,drug_to_gene_cdx,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,945,EGFR
Q014,2,drug_to_gene_cdx,graphrag,1.0,1.0,1.0,1.0,2,2,1.0,28,"KIT, PDGFRA"
Q014,2,drug_to_gene_cdx,rag_dense,1.0,0.5,0.6666666666666666,0.0,1,1,0.5,955,KIT
Q014,2,drug_to_gene_cdx,rag_bm25,0.2222222222222222,1.0,0.3636363636363636,1.0,9,2,1.0,908,"KIT, PDGFRA, ERBB2, IDH1, ROS1, IDH2, RET, EGFR, BRAF"
Q014,2,drug_to_gene_cdx,rag_hybrid,1.0,1.0,1.0,1.0,2,2,1.0,886,"KIT, PDGFRA"
Q015,2,drug_to_gene_cdx,graphrag,1.0,1.0,1.0,1.0,1,1,0.0,0,EGFR
Q015,2,drug_to_gene_cdx,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,937,NON DETERMINABILE
Q015,2,drug_to_gene_cdx,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,938,EGFR
Q015,2,drug_to_gene_cdx,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,934,EGFR
Q016,2,drug_to_gene_cdx,graphrag,1.0,1.0,1.0,1.0,1,1,0.0,0,ERBB2
Q016,2,drug_to_gene_cdx,rag_dense,1.0,1.0,1.0,1.0,1,1,1.0,941,ERBB2
Q016,2,drug_to_gene_cdx,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,866,ERBB2
Q016,2,drug_to_gene_cdx,rag_hybrid,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,949,"ERBB2, RET"
Q017,2,drug_to_gene_cdx,graphrag,1.0,1.0,1.0,1.0,1,1,0.0,0,IDH1
Q017,2,drug_to_gene_cdx,rag_dense,1.0,1.0,1.0,1.0,1,1,1.0,941,IDH1
Q017,2,drug_to_gene_cdx,rag_bm25,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,941,"IDH1, IDH2"
Q017,2,drug_to_gene_cdx,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,942,IDH1
Q018,2,drug_to_gene_cdx,graphrag,1.0,0.5,0.6666666666666666,0.0,1,1,0.0,0,IDH1
Q018,2,drug_to_gene_cdx,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,943,NON DETERMINABILE
Q018,2,drug_to_gene_cdx,rag_bm25,1.0,1.0,1.0,1.0,2,2,1.0,949,"IDH1, IDH2"
Q018,2,drug_to_gene_cdx,rag_hybrid,1.0,1.0,1.0,1.0,2,2,1.0,948,"IDH2, IDH1"
Q019,2,drug_to_gene_cdx,graphrag,0.0,0.0,0.0,0.0,1,0,0.0,0,FGFR
Q019,2,drug_to_gene_cdx,rag_dense,0.0,0.0,0.0,0.0,0,0,1.0,942,NON DETERMINABILE
Q019,2,drug_to_gene_cdx,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,937,ALK
Q019,2,drug_to_gene_cdx,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,936,ALK
Q020,2,drug_to_gene_cdx,graphrag,1.0,1.0,1.0,1.0,1,1,1.0,16,BRAF
Q020,2,drug_to_gene_cdx,rag_dense,1.0,1.0,1.0,1.0,1,1,1.0,922,BRAF
Q020,2,drug_to_gene_cdx,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,947,BRAF
Q020,2,drug_to_gene_cdx,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,939,BRAF
Q021,2,drug_to_gene_cdx,graphrag,1.0,1.0,1.0,1.0,1,1,0.0,0,BRAF
Q021,2,drug_to_gene_cdx,rag_dense,1.0,1.0,1.0,1.0,1,1,1.0,951,BRAF
Q021,2,drug_to_gene_cdx,rag_bm25,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,897,"BRAF, KRAS"
Q021,2,drug_to_gene_cdx,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,951,BRAF
Q022,2,drug_to_gene_cdx,graphrag,1.0,0.5,0.6666666666666666,0.0,1,1,0.0,0,RET
Q022,2,drug_to_gene_cdx,rag_dense,1.0,1.0,1.0,1.0,2,2,1.0,938,"RET, NTRK3"
Q022,2,drug_to_gene_cdx,rag_bm25,1.0,1.0,1.0,1.0,2,2,1.0,940,"RET, NTRK3"
Q022,2,drug_to_gene_cdx,rag_hybrid,1.0,1.0,1.0,1.0,2,2,1.0,949,"RET, NTRK3"
Q023,2,drug_to_gene_cdx,graphrag,1.0,1.0,1.0,1.0,1,1,0.0,0,KRAS
Q023,2,drug_to_gene_cdx,rag_dense,1.0,1.0,1.0,1.0,1,1,1.0,936,KRAS
Q023,2,drug_to_gene_cdx,rag_bm25,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,937,"KRAS, NRAS"
Q023,2,drug_to_gene_cdx,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,935,KRAS
Q024,2,drug_to_gene_cdx,graphrag,1.0,1.0,1.0,1.0,4,4,0.0,0,"NTRK1, NTRK2, NTRK3, ROS1"
Q024,2,drug_to_gene_cdx,rag_dense,0.75,0.75,0.75,0.0,4,3,0.75,926,"NTRK1, NTRK2, NTRK3, RET"
Q024,2,drug_to_gene_cdx,rag_bm25,1.0,1.0,1.0,1.0,4,4,1.0,944,"NTRK1, NTRK2, NTRK3, ROS1"
Q024,2,drug_to_gene_cdx,rag_hybrid,1.0,1.0,1.0,1.0,4,4,1.0,937,"ROS1, NTRK1, NTRK3, NTRK2"
Q025,2,drug_to_gene_cdx,graphrag,0.0,0.0,0.0,0.0,1,0,0.0,0,HER2
Q025,2,drug_to_gene_cdx,rag_dense,1.0,1.0,1.0,1.0,1,1,1.0,937,ERBB2
Q025,2,drug_to_gene_cdx,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,942,ERBB2
Q025,2,drug_to_gene_cdx,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,943,ERBB2
Q026,2,drug_to_gene_cdx,graphrag,1.0,1.0,1.0,1.0,1,1,0.0,0,IDH2
Q026,2,drug_to_gene_cdx,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,943,NON DETERMINABILE
Q026,2,drug_to_gene_cdx,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,945,IDH2
Q026,2,drug_to_gene_cdx,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,936,IDH2
Q027,2,drug_to_gene_cdx,graphrag,1.0,1.0,1.0,1.0,2,2,0.0,0,"BRCA1, BRCA2"
Q027,2,drug_to_gene_cdx,rag_dense,0.2222222222222222,1.0,0.3636363636363636,1.0,9,2,1.0,945,"BRCA2, BRCA1, ATM, CDK12, BRIP1, BARD1, CHEK2, CHEK1, PALB2"
Q027,2,drug_to_gene_cdx,rag_bm25,0.2857142857142857,1.0,0.4444444444444445,1.0,7,2,1.0,871,"BRCA1, BRCA2, PALB2, CDK12, GNAI2, PARP2, PARP3"
Q027,2,drug_to_gene_cdx,rag_hybrid,0.3333333333333333,1.0,0.5,1.0,6,2,1.0,942,"BRCA1, BRCA2, BARD1, BRIP1, CDK12, CHEK2"
Q028,2,drug_to_gene_cdx,graphrag,1.0,1.0,1.0,1.0,1,1,0.0,0,ALK
Q028,2,drug_to_gene_cdx,rag_dense,1.0,1.0,1.0,1.0,1,1,1.0,940,ALK
Q028,2,drug_to_gene_cdx,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,940,ALK
Q028,2,drug_to_gene_cdx,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,943,ALK
Q029,2,drug_to_gene_cdx,graphrag,1.0,1.0,1.0,1.0,1,1,1.0,14,BRAF
Q029,2,drug_to_gene_cdx,rag_dense,0.25,1.0,0.4,1.0,4,1,1.0,952,"BRAF, ETV5, ETV1, CIC"
Q029,2,drug_to_gene_cdx,rag_bm25,0.1111111111111111,1.0,0.1999999999999999,1.0,9,1,1.0,830,"BRAF, RET, ETV1, ETV5, DDX43, CIC, ATXN1L, DUSP6, ETV4"
Q029,2,drug_to_gene_cdx,rag_hybrid,0.125,1.0,0.2222222222222222,1.0,8,1,1.0,909,"BRAF, ERBB2, RET, IDH1, IDH2, ROS1, KRAS, NRAS"
Q030,2,drug_to_gene_cdx,graphrag,1.0,1.0,1.0,1.0,1,1,1.0,14,EGFR
Q030,2,drug_to_gene_cdx,rag_dense,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,956,"EGFR, ALK"
Q030,2,drug_to_gene_cdx,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,882,EGFR
Q030,2,drug_to_gene_cdx,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,906,EGFR
Q031,2,gene_to_trialdrug,graphrag,1.0,1.0,1.0,1.0,5,5,1.0,71,"ENDOXIFEN, VACCINE, NIVOLUMAB, TRIFLURIDINE, TIPIRACIL HYDROCHLORIDE"
Q031,2,gene_to_trialdrug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,954,NON DETERMINABILE
Q031,2,gene_to_trialdrug,rag_bm25,0.0,0.0,0.0,0.0,1,0,0.0,882,Tegavivint
Q031,2,gene_to_trialdrug,rag_hybrid,0.0,0.0,0.0,0.0,1,0,0.0,788,N/D
Q032,2,gene_to_trialdrug,graphrag,0.0,0.0,0.0,0.0,10,0,0.0,112,"PD173074, DOVITINIB, TYROSINE KINASE INHIBITOR SU5402, PAZOPANIB HYDROCHLORIDE, INFIGRATINIB, CISPLATIN, ERDAFITINIB, GEMCITABINE, FEXAGRATINIB, FGFR3"
Q032,2,gene_to_trialdrug,rag_dense,0.0,0.0,0.0,0.0,4,0,0.0,908,"ERDAFITINIB, INFIGRATINIB, DOVITINIB, PAZOPANIB HYDROCHLORIDE"
Q032,2,gene_to_trialdrug,rag_bm25,0.0,0.0,0.0,0.0,2,0,0.0,825,"R3Mab, SU5492"
Q032,2,gene_to_trialdrug,rag_hybrid,0.0,0.0,0.0,0.0,3,0,0.0,794,"ERDAFITINIB, PAZOPANIB HYDROCHLORIDE, R3Mab"
Q033,2,gene_to_trialdrug,graphrag,1.0,1.0,1.0,1.0,6,6,1.0,84,"RIBOCICLIB, ALECTINIB, REGORAFENIB, TRAMETINIB, DABRAFENIB, AVAPRITINIB"
Q033,2,gene_to_trialdrug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,941,NON DETERMINABILE
Q033,2,gene_to_trialdrug,rag_bm25,0.0,0.0,0.0,0.0,4,0,0.0,796,"CETUXIMAB, FLUOROURACIL, PANITUMUMAB, GEMCITABINE"
Q033,2,gene_to_trialdrug,rag_hybrid,0.0,0.0,0.0,0.0,1,0,0.0,910,N/D
Q034,2,gene_to_trialdrug,graphrag,0.0,0.0,0.0,0.0,5,0,0.0,64,"PAZOPANIB HYDROCHLORIDE, ANTI-VEGF MONOCLONAL ANTIBODY, EVEROLIMUS, TEMSIROLIMUS, RUXOLITINIB PHOSPHATE"
Q034,2,gene_to_trialdrug,rag_dense,1.0,0.2,0.3333333333333333,0.0,1,1,0.2,934,BELZUTIFAN
Q034,2,gene_to_trialdrug,rag_bm25,0.0,0.0,0.0,0.0,1,0,0.0,877,nessun farmaco
Q034,2,gene_to_trialdrug,rag_hybrid,0.0,0.0,0.0,0.0,0,0,0.0,908,NON DETERMINABILE
Q035,2,gene_to_trialdrug,graphrag,1.0,0.3333333333333333,0.5,0.0,1,1,0.3333333333333333,12,ENTRECTINIB
Q035,2,gene_to_trialdrug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,948,NON DETERMINABILE
Q035,2,gene_to_trialdrug,rag_bm25,1.0,0.6666666666666666,0.8,0.0,2,2,0.3333333333333333,835,"Larotrectinib, Entrectinib"
Q035,2,gene_to_trialdrug,rag_hybrid,1.0,0.6666666666666666,0.8,0.0,2,2,0.6666666666666666,863,"Entrectinib, Larotrectinib Sulfate"
Q036,2,gene_to_trialdrug,graphrag,0.6,1.0,0.7499999999999999,1.0,5,3,1.0,63,"ENTRECTINIB, REPOTRECTINIB, ALK/TRK INHIBITOR TSR-011, LAROTRECTINIB SULFATE, CRIZOTINIB"
Q036,2,gene_to_trialdrug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,883,NON DETERMINABILE
Q036,2,gene_to_trialdrug,rag_bm25,0.4,0.6666666666666666,0.5,0.0,5,2,0.6666666666666666,907,"Selpercatinib, Entrectinib, Larotrectinib, ALK/TRK INHIBITOR TSR-011, Crizotinib"
Q036,2,gene_to_trialdrug,rag_hybrid,0.5,1.0,0.6666666666666666,1.0,6,3,1.0,843,"Selpercatinib, ALK/TRK INHIBITOR TSR-011, CRIZOTINIB, ENTRECTINIB, LAROTRECTINIB SULFATE, REPOTRECTINIB"
Q037,2,gene_to_trialdrug,graphrag,0.3333333333333333,0.2857142857142857,0.3076923076923076,0.0,6,2,0.2857142857142857,73,"DAUNORUBICIN HYDROCHLORIDE, IDARUBICIN, DECITABINE, ATEZOLIZUMAB, PEMBROLIZUMAB, NIVOLUMAB"
Q037,2,gene_to_trialdrug,rag_dense,1.0,0.1428571428571428,0.25,0.0,1,1,0.1428571428571428,924,DECITABINE
Q037,2,gene_to_trialdrug,rag_bm25,1.0,0.1428571428571428,0.25,0.0,1,1,0.1428571428571428,891,DECITABINE
Q037,2,gene_to_trialdrug,rag_hybrid,1.0,0.1428571428571428,0.25,0.0,1,1,0.1428571428571428,880,DECITABINE
Q038,2,gene_to_trialdrug,graphrag,1.0,1.0,1.0,1.0,8,8,1.0,113,"AFATINIB, PEMIGATINIB, FULVESTRANT, EXEMESTANE, ENFORTUMAB VEDOTIN, ERDAFITINIB, HMPL-453, TINENGOTINIB"
Q038,2,gene_to_trialdrug,rag_dense,0.0,0.0,0.0,0.0,3,0,0.0,922,"NCT04962867, NCT06323707, NCT05866757"
Q038,2,gene_to_trialdrug,rag_bm25,0.3333333333333333,0.25,0.2857142857142857,0.0,6,2,0.25,828,"INFIGRATINIB, ERDAFITINIB, PEMIGATINIB, FEXAGRATINIB, PD173074, DOVITINIB"
Q038,2,gene_to_trialdrug,rag_hybrid,0.4,0.25,0.3076923076923077,0.0,5,2,0.25,842,"ERDAFITINIB, INFIGRATINIB, PEMIGATINIB, DOVITINIB, FEXAGRATINIB"
Q039,2,gene_to_trialdrug,graphrag,0.2222222222222222,0.2,0.2105263157894737,0.0,9,2,0.2,109,"SB202190, SELUMETINIB SULFATE, SIROLIMUS, EVEROLIMUS, ROFLUMILAST, PEMBROLIZUMAB, NIVOLUMAB, ATEZOLIZUMAB, VISTUSERTIB"
Q039,2,gene_to_trialdrug,rag_dense,0.0,0.0,0.0,0.0,1,0,0.0,942,VISTUSERTIB
Q039,2,gene_to_trialdrug,rag_bm25,0.0,0.0,0.0,0.0,19,0,0.0,813,"SB202190, VISTUSERTIB, ROFLUMILAST, SIROLIMUS, EVEROLIMUS, AKT INHIBITOR MK2206, AMPKINONE, ATEZOLIZUMAB, AVELUMAB, BUPARLISIB, CAMRELIZUMAB, CAPIVASERTIB, CI-1040, DOCETAXEL ANHYDROUS, EVEROLIMUS, EXEMESTANE, GEDATOLISIB, IPATASERTIB, METFORMIN, MIRDAMETINIB"
Q039,2,gene_to_trialdrug,rag_hybrid,0.1,0.2,0.1333333333333333,0.0,20,2,0.2,835,"VISTUSERTIB, SB202190, AKT INHIBITOR MK2206, AMPKINONE, ATEZOLIZUMAB, AVELUMAB, BUPARLISIB, CAMRELIZUMAB, CAPIVASERTIB, CI-1040, DOCETAXEL ANHYDROUS, EVEROLIMUS, EXEMESTANE, GEDATOLISIB, IPATASERTIB, METFORMIN, MIRDAMETINIB, SIROLIMUS, NIVOLUMAB, PEMBROLIZUMAB"
Q040,2,gene_to_trialdrug,graphrag,1.0,1.0,1.0,1.0,7,7,1.0,98,"DURVALUMAB, TREMELIMUMAB, PEMBROLIZUMAB, CARBOPLATIN, CISPLATIN, NIVOLUMAB, TELAGLENASTAT"
Q040,2,gene_to_trialdrug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,892,NON DETERMINABILE
Q040,2,gene_to_trialdrug,rag_bm25,0.0,0.0,0.0,0.0,1,0,0.1428571428571428,912,JAB-21822
Q040,2,gene_to_trialdrug,rag_hybrid,0.0625,0.1428571428571428,0.0869565217391304,0.0,16,1,0.1428571428571428,876,"NSLC01, AFATINIB, BARDOXOLONE, BARDOXOLONE METHYL, BUTHIONINE SULFOXIMINE, CAMRELIZUMAB, CARBOPLATIN, CERITINIB, COMPOUND 10, CPUY192018, CRIZOTINIB, DIMETHYL FUMARATE, DIROXIMEL FUMARATE, FLUOROURACIL, GEFITINIB, ISOQUINOLINE 17"
Q041,2,gene_to_trialdrug,graphrag,0.0,0.0,0.0,0.0,0,0,0.0,0,NON DETERMINABILE
Q041,2,gene_to_trialdrug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,916,NON DETERMINABILE
Q041,2,gene_to_trialdrug,rag_bm25,0.0,0.0,0.0,0.0,6,0,0.0,830,"AMUVATINIB, ICOTINIB, ERLOTINIB, GEFITINIB, AFATINIB, OSIMERTINIB"
Q041,2,gene_to_trialdrug,rag_hybrid,0.0,0.0,0.0,0.0,6,0,0.0,830,"AMUVATINIB, AFATINIB, ERLOTINIB, ICOTINIB, OSIMERTINIB, GEFITINIB"
Q042,3,variant_to_drug,graphrag,1.0,1.0,1.0,1.0,1,1,1.0,13,SUNITINIB
Q042,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,930,NON DETERMINABILE
Q042,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,808,Sunitinib
Q042,3,variant_to_drug,rag_hybrid,0.1,1.0,0.1818181818181818,1.0,10,1,1.0,835,"Sunitinib, Midostaurin, AG 1295, KW-2449, Linifanib, Ponatinib, Quizartinib, Sorafenib, Tamatinib, Gilteritinib"
Q043,3,variant_to_drug,graphrag,1.0,1.0,1.0,1.0,3,3,1.0,39,"PALBOCICLIB, FULVESTRANT, INAVOLISIB"
Q043,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,1.0,872,NON DETERMINABILE
Q043,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,3,3,1.0,903,"FULVESTRANT, INAVOLISIB, PALBOCICLIB"
Q043,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,3,3,1.0,884,"FULVESTRANT, INAVOLISIB, PALBOCICLIB"
Q044,3,variant_to_drug,graphrag,1.0,1.0,1.0,1.0,2,2,1.0,39,"JQEZ5, TAZEMETOSTAT"
Q044,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,921,NON DETERMINABILE
Q044,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,2,2,1.0,878,"JQEZ5, TAZEMETOSTAT"
Q044,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,2,2,1.0,901,"TAZEMETOSTAT, JQEZ5"
Q045,3,variant_to_drug,graphrag,1.0,1.0,1.0,1.0,1,1,1.0,13,CETUXIMAB
Q045,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,930,NON DETERMINABILE
Q045,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,758,CETUXIMAB
Q045,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,872,CETUXIMAB
Q046,3,variant_to_drug,graphrag,1.0,1.0,1.0,1.0,1,1,1.0,13,SELPERCATINIB
Q046,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,913,NON DETERMINABILE
Q046,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,870,SELPERCATINIB
Q046,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,910,Selpercatinib
Q047,3,variant_to_drug,graphrag,1.0,1.0,1.0,1.0,2,2,1.0,39,"PANITUMUMAB, CETUXIMAB"
Q047,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,909,NON DETERMINABILE
Q047,3,variant_to_drug,rag_bm25,0.4,1.0,0.5714285714285715,1.0,5,2,1.0,841,"CETUXIMAB, PANITUMUMAB, DABRAFENIB, VEMURAFENIB, ELI-002 7P"
Q047,3,variant_to_drug,rag_hybrid,0.6666666666666666,1.0,0.8,1.0,3,2,1.0,900,"CETUXIMAB, PANITUMUMAB, ELI-002 7P"
Q048,3,variant_to_drug,graphrag,0.5,1.0,0.6666666666666666,1.0,4,2,1.0,48,"CRENOLANIB, IMATINIB, SUNITINIB, PONATINIB"
Q048,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,906,NON DETERMINABILE
Q048,3,variant_to_drug,rag_bm25,0.6666666666666666,1.0,0.8,1.0,3,2,1.0,879,"SUNITINIB, IMATINIB, AVAPRITINIB"
Q048,3,variant_to_drug,rag_hybrid,0.6666666666666666,1.0,0.8,1.0,3,2,1.0,857,"SUNITINIB, IMATINIB, AVAPRITINIB"
Q049,3,variant_to_drug,graphrag,1.0,1.0,1.0,1.0,4,4,1.0,52,"QUIZARTINIB, PONATINIB, SORAFENIB, GILTERITINIB"
Q049,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.25,906,NON DETERMINABILE
Q049,3,variant_to_drug,rag_bm25,0.8,1.0,0.888888888888889,1.0,5,4,1.0,801,"PONATINIB, QUIZARTINIB, SORAFENIB, GILTERITINIB, SUNITINIB"
