candidate_id,pmid_raw,pmid,syntactically_valid,invalid_reason,scopes,rule_id,predicate,provenance_level,disease,gene,alteration,intervention,direction,evidence_scope,evidence_record_ids,sibling_drug_count
GCA-a082283f128c49620273b965,16081687,16081687,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Lymphoid Leukemia|Lymphoid Leukemia,JAK2,V617F,,Supports,Diagnostic,evidence:1,1
GCA-a75453eec4bdcdf0c5838092,19915144,19915144,True,,evidence_record|linked_publication,gca/2.0/evidence-to-drug,associated_with_resistance_to,PMID_PARENT_LEVEL_ONLY,Melanoma|Melanoma,MAP2K1,P124S,SELUMETINIB SULFATE,Resistance,Predictive,evidence:12,1
GCA-99e755d521939bed2641f5d9,19915144,19915144,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Melanoma|Melanoma,MAP2K1,Q56P,,Supports,Predictive,evidence:13,1
GCA-ccaf853abfd2186cb5c8ef15,19915144,19915144,True,,evidence_record|linked_publication,gca/2.0/evidence-to-drug,associated_with_resistance_to,PMID_PARENT_LEVEL_ONLY,Melanoma|Melanoma,MAP2K1,Q56P,SELUMETINIB SULFATE,Resistance,Predictive,evidence:13,1
GCA-7c831f4315f7da5dfb3ba001,23569304,23569304,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Melanoma|Melanoma,NRAS,Q61,,Supports,Predictive,evidence:14,1
GCA-c48f32af9065772e2f799470,23569304,23569304,True,,evidence_record|linked_publication,gca/2.0/evidence-to-drug,associated_with_resistance_to,PMID_PARENT_LEVEL_ONLY,Melanoma|Melanoma,NRAS,Q61,VEMURAFENIB,Resistance,Predictive,evidence:14,1
GCA-c4f6b9c250d6ff133e89c35d,15928335,15928335,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Gastrointestinal Stromal Tumor|Gastrointestinal Stromal Tumor,PDGFRA,D842V,,Supports,Predictive,evidence:15,1
GCA-00e16c83d9144ac87139b7a3,15928335,15928335,True,,evidence_record|linked_publication,gca/2.0/evidence-to-drug,associated_with_resistance_to,PMID_PARENT_LEVEL_ONLY,Gastrointestinal Stromal Tumor|Gastrointestinal Stromal Tumor,PDGFRA,D842V,IMATINIB,Resistance,Predictive,evidence:15,1
GCA-2059ac8a409ca6444e5ffbcf,16954519,16954519,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Gastrointestinal Stromal Tumor|Gastrointestinal Stromal Tumor,PDGFRA,D842V,,Supports,Predictive,evidence:16,1
GCA-e08fc9af54db7126eeead2cd,16954519,16954519,True,,evidence_record|linked_publication,gca/2.0/evidence-to-drug,associated_with_resistance_to,PMID_PARENT_LEVEL_ONLY,Gastrointestinal Stromal Tumor|Gastrointestinal Stromal Tumor,PDGFRA,D842V,IMATINIB,Resistance,Predictive,evidence:16,1
GCA-e5dc6991aed3ae2d84ea31b2,24569458,24569458,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Lung Non-small Cell Carcinoma|Lung Non-small Cell Carcinoma,ARAF,S214C,,Supports,Predictive,evidence:17,1
GCA-1daa3ae558b3d787f0c66c08,24569458,24569458,True,,evidence_record|linked_publication,gca/2.0/evidence-to-drug,associated_with_sensitivity_to,PMID_PARENT_LEVEL_ONLY,Lung Non-small Cell Carcinoma|Lung Non-small Cell Carcinoma,ARAF,S214C,SORAFENIB,Sensitivity/Response,Predictive,evidence:17,1
GCA-f51b994c1d2710fbb8750b62,22081665,22081665,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Acute Myeloid Leukemia|Acute Myeloid Leukemia,DNMT3A,R882,,Supports,Predictive,evidence:18,1
GCA-f86be82b7f5cde907c204d0c,22081665,22081665,True,,evidence_record|linked_publication,gca/2.0/evidence-to-drug,associated_with_sensitivity_to,PMID_PARENT_LEVEL_ONLY,Acute Myeloid Leukemia|Acute Myeloid Leukemia,DNMT3A,R882,IDARUBICIN,Sensitivity/Response,Predictive,evidence:18,1
GCA-5e231146fb1449a327048bf8,16709929,16709929,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Polycythemia Vera|Polycythemia Vera,JAK2,V617F,,Supports,Predictive,evidence:19,1
GCA-89dbe60103ac6ece26bb2bc0,16709929,16709929,True,,evidence_record|linked_publication,gca/2.0/evidence-to-drug,associated_with_sensitivity_to,PMID_PARENT_LEVEL_ONLY,Polycythemia Vera|Polycythemia Vera,JAK2,V617F,PEGINTERFERON ALFA-2B,Sensitivity/Response,Predictive,evidence:19,1
GCA-e737de7dd5565ff424234643,18394554,18394554,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Polycythemia Vera|Polycythemia Vera,JAK2,V617F,,Supports,Predictive,evidence:20,1
GCA-ed611fae27b4936ce33d6f32,18394554,18394554,True,,evidence_record|linked_publication,gca/2.0/evidence-to-drug,associated_with_sensitivity_to,PMID_PARENT_LEVEL_ONLY,Polycythemia Vera|Polycythemia Vera,JAK2,V617F,FEDRATINIB HYDROCHLORIDE,Sensitivity/Response,Predictive,evidence:20,1
GCA-c1f05e712d16ddc2e7fd133c,18375819,18375819,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Melanoma|Melanoma,NRAS,G13D,,Supports,Predictive,evidence:21,1
GCA-2791fb77f2f8fc16a7fcdb49,18375819,18375819,True,,evidence_record|linked_publication,gca/2.0/evidence-to-drug,associated_with_sensitivity_to,PMID_PARENT_LEVEL_ONLY,Melanoma|Melanoma,NRAS,G13D,TANESPIMYCIN,Sensitivity/Response,Predictive,evidence:21,1
GCA-a0a0d3569bfcb169a3ec1e17,21576590,21576590,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Melanoma|Melanoma,NRAS,Q61L,,Supports,Predictive,evidence:22,1
GCA-ac116f4595cad0a9b586ed11,21576590,21576590,True,,evidence_record|linked_publication,gca/2.0/evidence-to-drug,associated_with_sensitivity_to,PMID_PARENT_LEVEL_ONLY,Melanoma|Melanoma,NRAS,Q61L,TEMOZOLOMIDE,Sensitivity/Response,Predictive,evidence:22,1
GCA-48055ac1c0193fbba45e08a2,21576590,21576590,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Melanoma|Melanoma,NRAS,Q61R,,Supports,Predictive,evidence:23,1
GCA-4ca64e41f7941572f9de3421,21576590,21576590,True,,evidence_record|linked_publication,gca/2.0/evidence-to-drug,associated_with_sensitivity_to,PMID_PARENT_LEVEL_ONLY,Melanoma|Melanoma,NRAS,Q61R,TEMOZOLOMIDE,Sensitivity/Response,Predictive,evidence:23,1
GCA-10134b6f4fa111b6ab641410,22081665,22081665,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Acute Myeloid Leukemia|Acute Myeloid Leukemia,DNMT3A,R882,,Does Not Support,Prognostic,evidence:24,1
GCA-7734dd2f1fc5c0bd16d101f7,21067377,21067377,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Acute Myeloid Leukemia|Acute Myeloid Leukemia,DNMT3A,R882,,Supports,Prognostic,evidence:25,1
GCA-778e71e99b18486f1ddfd76b,16384925,16384925,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Acute Myeloid Leukemia|Acute Myeloid Leukemia,KIT,D816V,,Supports,Prognostic,evidence:26,1
GCA-5eaae379a1569ac0bcb0f033,24666267,24666267,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Colorectal Cancer|Colorectal Cancer,NRAS,Mutation,,Supports,Prognostic,evidence:27,1
GCA-7728ceb38e925fa42b2b7860,21166657,21166657,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Melanoma|Melanoma,BRAF,V600,,Supports,Diagnostic,evidence:30,1
GCA-46508a5b726e7e51822adcd2,24512939,24512939,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Acute Myeloid Leukemia|Acute Myeloid Leukemia,DNMT3A,R882,,Supports,Diagnostic,evidence:31,1
GCA-89c59f6b768273eb4246d14f,21030459,21030459,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Inflammatory Myofibroblastic Tumor|Inflammatory Myofibroblastic Tumor,ALK,F1174L,,Supports,Predictive,evidence:32,1
GCA-76d17a55d4e9836082c9bfad,21030459,21030459,True,,evidence_record|linked_publication,gca/2.0/evidence-to-drug,associated_with_resistance_to,PMID_PARENT_LEVEL_ONLY,Inflammatory Myofibroblastic Tumor|Inflammatory Myofibroblastic Tumor,ALK,F1174L,CRIZOTINIB,Resistance,Predictive,evidence:32,1
GCA-ab3b3249d7a8e0e1f968f382,21030459,21030459,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Lung Non-small Cell Carcinoma|Lung Non-small Cell Carcinoma,ALK,F1174L,,Supports,Predictive,evidence:33,1
GCA-6739885ff805f6177a21b1ea,21030459,21030459,True,,evidence_record|linked_publication,gca/2.0/evidence-to-drug,associated_with_resistance_to,PMID_PARENT_LEVEL_ONLY,Lung Non-small Cell Carcinoma|Lung Non-small Cell Carcinoma,ALK,F1174L,CRIZOTINIB,Resistance,Predictive,evidence:33,1
GCA-ebc92e4e4c01f2d814ae9483,19671763,19671763,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Melanoma|Melanoma,KIT,L576P,,Supports,Predictive,evidence:34,1
GCA-b48d3f5b31068b9a622b7d4a,19671763,19671763,True,,evidence_record|linked_publication,gca/2.0/evidence-to-drug,associated_with_resistance_to,PMID_PARENT_LEVEL_ONLY,Melanoma|Melanoma,KIT,L576P,SORAFENIB,Resistance,Predictive,evidence:34,3
GCA-e15d22b9a37f67793a482054,19671763,19671763,True,,evidence_record|linked_publication,gca/2.0/evidence-to-drug,associated_with_resistance_to,PMID_PARENT_LEVEL_ONLY,Melanoma|Melanoma,KIT,L576P,IMATINIB,Resistance,Predictive,evidence:34,3
GCA-0a845623d96a0cc457789eb7,19671763,19671763,True,,evidence_record|linked_publication,gca/2.0/evidence-to-drug,associated_with_resistance_to,PMID_PARENT_LEVEL_ONLY,Melanoma|Melanoma,KIT,L576P,NILOTINIB,Resistance,Predictive,evidence:34,3
GCA-5385bf82ad0df1ce6b8f44a8,15696205,15696205,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Lung Non-small Cell Carcinoma|Lung Non-small Cell Carcinoma,KRAS,G12/G13,,Supports,Predictive,evidence:35,1
GCA-56dff3b32031a1d84c99e4f6,15696205,15696205,True,,evidence_record|linked_publication,gca/2.0/evidence-to-drug,associated_with_resistance_to,PMID_PARENT_LEVEL_ONLY,Lung Non-small Cell Carcinoma|Lung Non-small Cell Carcinoma,KRAS,G12/G13,ERLOTINIB,Resistance,Predictive,evidence:35,2
GCA-8e62308ec7007e14ab4b8850,15696205,15696205,True,,evidence_record|linked_publication,gca/2.0/evidence-to-drug,associated_with_resistance_to,PMID_PARENT_LEVEL_ONLY,Lung Non-small Cell Carcinoma|Lung Non-small Cell Carcinoma,KRAS,G12/G13,GEFITINIB,Resistance,Predictive,evidence:35,2
GCA-cea3dd6e8435820b30efadd3,20619739,20619739,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Colorectal Cancer|Colorectal Cancer,NRAS,Q61,,Supports,Predictive,evidence:36,1
GCA-575ec13d3ac093b4593a8f37,20619739,20619739,True,,evidence_record|linked_publication,gca/2.0/evidence-to-drug,associated_with_resistance_to,PMID_PARENT_LEVEL_ONLY,Colorectal Cancer|Colorectal Cancer,NRAS,Q61,CETUXIMAB,Resistance,Predictive,evidence:36,1
GCA-ec807fec1d051ae4f9c7976e,21575866,21575866,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Neuroblastoma|Neuroblastoma,ALK,F1174L,,Supports,Predictive,evidence:37,1
GCA-f4da9306d639108b4e15f523,21575866,21575866,True,,evidence_record|linked_publication,gca/2.0/evidence-to-drug,associated_with_sensitivity_to,PMID_PARENT_LEVEL_ONLY,Neuroblastoma|Neuroblastoma,ALK,F1174L,ALECTINIB HYDROCHLORIDE,Sensitivity/Response,Predictive,evidence:37,1
GCA-d941d59514d9badbcda74f5b,21948233,21948233,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Neuroblastoma|Neuroblastoma,ALK,F1174L,,Supports,Predictive,evidence:38,1
GCA-5bd8221eb8b9dfbb5e24212c,21948233,21948233,True,,evidence_record|linked_publication,gca/2.0/evidence-to-drug,associated_with_sensitivity_to,PMID_PARENT_LEVEL_ONLY,Neuroblastoma|Neuroblastoma,ALK,F1174L,CRIZOTINIB,Sensitivity/Response,Predictive,evidence:38,1
GCA-f66345f6253a7d82dfc61048,18923525,18923525,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Cancer|Cancer,ALK,R1275Q,,Supports,Predictive,evidence:39,1
GCA-90be899196e99f464ad9149b,18923525,18923525,True,,evidence_record|linked_publication,gca/2.0/evidence-to-drug,associated_with_sensitivity_to,PMID_PARENT_LEVEL_ONLY,Cancer|Cancer,ALK,R1275Q,ALK INHIBITOR TAE684,Sensitivity/Response,Predictive,evidence:39,1
GCA-c0644f36f5e6c39ae5555e18,24569458,24569458,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Lung Non-small Cell Carcinoma|Lung Non-small Cell Carcinoma,ARAF,S214C,,Supports,Predictive,evidence:40,1
GCA-2be6d910e2133bee4bb24705,24569458,24569458,True,,evidence_record|linked_publication,gca/2.0/evidence-to-drug,associated_with_sensitivity_to,PMID_PARENT_LEVEL_ONLY,Lung Non-small Cell Carcinoma|Lung Non-small Cell Carcinoma,ARAF,S214C,SORAFENIB,Sensitivity/Response,Predictive,evidence:40,1
GCA-36726b05a995b4ad870ed0ad,24569458,24569458,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Lung Non-small Cell Carcinoma|Lung Non-small Cell Carcinoma,ARAF,S214C,,Supports,Predictive,evidence:41,1
GCA-10c7e14fe7c5454c445ce0a0,24569458,24569458,True,,evidence_record|linked_publication,gca/2.0/evidence-to-drug,associated_with_sensitivity_to,PMID_PARENT_LEVEL_ONLY,Lung Non-small Cell Carcinoma|Lung Non-small Cell Carcinoma,ARAF,S214C,TRAMETINIB,Sensitivity/Response,Predictive,evidence:41,1
GCA-2560d2d51dd4b7ebb4ed53c3,19671763,19671763,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Melanoma|Melanoma,KIT,L576P,,Supports,Predictive,evidence:42,1
GCA-6e8963bc8675adadf5e5e638,19671763,19671763,True,,evidence_record|linked_publication,gca/2.0/evidence-to-drug,associated_with_sensitivity_to,PMID_PARENT_LEVEL_ONLY,Melanoma|Melanoma,KIT,L576P,DASATINIB,Sensitivity/Response,Predictive,evidence:42,1
GCA-1891bcd8e4a6a3581cc8826d,22745105,22745105,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Gastrointestinal Stromal Tumor|Gastrointestinal Stromal Tumor,PDGFRA,D842I,,Supports,Predictive,evidence:43,1
GCA-9b0e9c2133cb8615aabcd225,22745105,22745105,True,,evidence_record|linked_publication,gca/2.0/evidence-to-drug,associated_with_sensitivity_to,PMID_PARENT_LEVEL_ONLY,Gastrointestinal Stromal Tumor|Gastrointestinal Stromal Tumor,PDGFRA,D842I,CRENOLANIB,Sensitivity/Response,Predictive,evidence:43,1
GCA-2fa7271eeffe166fed0ebfcf,22745105,22745105,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Gastrointestinal Stromal Tumor|Gastrointestinal Stromal Tumor,PDGFRA,D842V,,Supports,Predictive,evidence:44,1
GCA-5a5486d645686ea3a4736e6e,22745105,22745105,True,,evidence_record|linked_publication,gca/2.0/evidence-to-drug,associated_with_sensitivity_to,PMID_PARENT_LEVEL_ONLY,Gastrointestinal Stromal Tumor|Gastrointestinal Stromal Tumor,PDGFRA,D842V,CRENOLANIB,Sensitivity/Response,Predictive,evidence:44,1
GCA-8a5230060d5f50be46001446,22745105,22745105,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Gastrointestinal Stromal Tumor|Gastrointestinal Stromal Tumor,PDGFRA,D842Y,,Supports,Predictive,evidence:45,1
GCA-9218df34113b27e9cc1d7259,22745105,22745105,True,,evidence_record|linked_publication,gca/2.0/evidence-to-drug,associated_with_sensitivity_to,PMID_PARENT_LEVEL_ONLY,Gastrointestinal Stromal Tumor|Gastrointestinal Stromal Tumor,PDGFRA,D842Y,CRENOLANIB,Sensitivity/Response,Predictive,evidence:45,1
GCA-e7acc4c9f7619b7b5c86be7c,22745105,22745105,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Gastrointestinal Stromal Tumor|Gastrointestinal Stromal Tumor,PDGFRA,I843DEL,,Supports,Predictive,evidence:46,1
GCA-17421cf267f5fa6f197968db,22745105,22745105,True,,evidence_record|linked_publication,gca/2.0/evidence-to-drug,associated_with_sensitivity_to,PMID_PARENT_LEVEL_ONLY,Gastrointestinal Stromal Tumor|Gastrointestinal Stromal Tumor,PDGFRA,I843DEL,CRENOLANIB,Sensitivity/Response,Predictive,evidence:46,1
GCA-c50282af2976a11bab248314,22745105,22745105,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Gastrointestinal Stromal Tumor|Gastrointestinal Stromal Tumor,PDGFRA,D842_I843delinsVM,,Supports,Predictive,evidence:47,1
GCA-809626ad079477a7aa4d4b72,22745105,22745105,True,,evidence_record|linked_publication,gca/2.0/evidence-to-drug,associated_with_sensitivity_to,PMID_PARENT_LEVEL_ONLY,Gastrointestinal Stromal Tumor|Gastrointestinal Stromal Tumor,PDGFRA,D842_I843delinsVM,CRENOLANIB,Sensitivity/Response,Predictive,evidence:47,1
GCA-02406c1b5ce41f6fbc211db6,18923525,18923525,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Neuroblastoma|Neuroblastoma,ALK,R1275Q,,Supports,Predictive,evidence:48,1
GCA-694f4188a1058f2065970af3,18923525,18923525,True,,evidence_record|linked_publication,gca/2.0/evidence-to-drug,associated_with_resistance_to,PMID_PARENT_LEVEL_ONLY,Neuroblastoma|Neuroblastoma,ALK,R1275Q,ALK INHIBITOR TAE684,Resistance,Predictive,evidence:48,1
GCA-f363962f1bb2e38d7555a269,23632886,23632886,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Acute Myeloid Leukemia|Acute Myeloid Leukemia,DNMT3A,R882,,Does Not Support,Prognostic,evidence:49,1
GCA-a5e6180ce0b52961833638b7,23632886,23632886,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Acute Myeloid Leukemia|Acute Myeloid Leukemia,DNMT3A,R882,,Does Not Support,Prognostic,evidence:50,1
GCA-302c3225ffd82505eddb15f8,22490330,22490330,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Acute Myeloid Leukemia|Acute Myeloid Leukemia,DNMT3A,R882,,Does Not Support,Prognostic,evidence:51,1
GCA-a2df7bdc0c1129cfbd93f32b,22490330,22490330,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Acute Myeloid Leukemia|Acute Myeloid Leukemia,FLT3,ITD,,Does Not Support,Prognostic,evidence:52,1
GCA-896d12a6fb966c11afe95866,16551858,16551858,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Gastrointestinal Stromal Tumor|Gastrointestinal Stromal Tumor,KIT,Exon 11 Mutation,,Does Not Support,Prognostic,evidence:53,1
GCA-d7ebcf78648b812f79fb6708,15951308,15951308,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Acute Myeloid Leukemia|Acute Myeloid Leukemia,NRAS,Mutation,,Does Not Support,Prognostic,evidence:56,1
GCA-e8a324efb007709ecf0ffe86,16434492,16434492,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Acute Myeloid Leukemia|Acute Myeloid Leukemia,NRAS,G12,,Does Not Support,Prognostic,evidence:57,1
GCA-88b291862db6fa3b3dc66bee,23775962,23775962,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Melanoma|Melanoma,KIT,Exon 11 Mutation,,Supports,Predictive,evidence:58,1
GCA-6ba9f58404b8abf163ace2a9,23775962,23775962,True,,evidence_record|linked_publication,gca/2.0/evidence-to-drug,associated_with_sensitivity_to,PMID_PARENT_LEVEL_ONLY,Melanoma|Melanoma,KIT,Exon 11 Mutation,IMATINIB,Sensitivity/Response,Predictive,evidence:58,1
GCA-ead53db08f2f4d17068d1022,23632886,23632886,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Acute Myeloid Leukemia|Acute Myeloid Leukemia,DNMT3A,R882,,Supports,Prognostic,evidence:61,1
GCA-e3c8adbc655c4916bc470626,21067377,21067377,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Acute Myeloid Leukemia|Acute Myeloid Leukemia,DNMT3A,R882,,Supports,Prognostic,evidence:62,1
GCA-4b2fc813e4927954feeac345,23632886,23632886,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Acute Myeloid Leukemia|Acute Myeloid Leukemia,DNMT3A,R882,,Supports,Prognostic,evidence:63,1
GCA-bb78a1063195993b9bde6550,21067377,21067377,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Acute Myeloid Leukemia|Acute Myeloid Leukemia,DNMT3A,R882,,Supports,Prognostic,evidence:64,1
GCA-9d79e02051aede2c266412dd,24512939,24512939,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Acute Myeloid Leukemia|Acute Myeloid Leukemia,DNMT3A,R882,,Supports,Prognostic,evidence:65,1
GCA-6c6feca739454dda792f0cd8,22291079,22291079,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Acute Myeloid Leukemia|Acute Myeloid Leukemia,DNMT3A,R882,,Supports,Prognostic,evidence:66,1
GCA-44e3109351fa9049cbef4b6f,22490330,22490330,True,,evidence_record|linked_publication,gca/2.0/evidence-statement,has_evidence_statement,PMID_CANDIDATE_LEVEL,Acute Myeloid Leukemia|Acute Myeloid Leukemia,DNMT3A,R882,,Supports,Prognostic,evidence:67,1
